"","CoB","ethgrp","age","population","sex","year"
"3872","Non UK-born","Mixed/Other","44",5895,"F",2011
"3873","Non UK-born","Mixed/Other","45",5623,"F",2011
"3874","Non UK-born","Mixed/Other","46",5327,"F",2011
"3875","Non UK-born","Mixed/Other","47",5050,"F",2011
"3876","Non UK-born","Mixed/Other","48",4777,"F",2011
"3877","Non UK-born","Mixed/Other","49",4644,"F",2011
"3878","Non UK-born","Mixed/Other","50",4524,"F",2011
"3879","Non UK-born","Mixed/Other","51",4334,"F",2011
"3880","Non UK-born","Mixed/Other","52",4014,"F",2011
"3881","Non UK-born","Mixed/Other","53",3891,"F",2011
"3882","Non UK-born","Mixed/Other","54",3857,"F",2011
"3883","Non UK-born","Mixed/Other","55",3601,"F",2011
"3884","Non UK-born","Mixed/Other","56",3471,"F",2011
"3885","Non UK-born","Mixed/Other","57",3336,"F",2011
"3886","Non UK-born","Mixed/Other","58",3232,"F",2011
"3887","Non UK-born","Mixed/Other","59",2979,"F",2011
"3888","Non UK-born","Mixed/Other","60",3178,"F",2011
"3889","Non UK-born","Mixed/Other","61",3003,"F",2011
"3890","Non UK-born","Mixed/Other","62",2710,"F",2011
"3891","Non UK-born","Mixed/Other","63",2570,"F",2011
"3892","Non UK-born","Mixed/Other","64",2241,"F",2011
"3893","Non UK-born","Mixed/Other","65",1921,"F",2011
"3894","Non UK-born","Mixed/Other","66",1651,"F",2011
"3895","Non UK-born","Mixed/Other","67",1569,"F",2011
"3896","Non UK-born","Mixed/Other","68",1512,"F",2011
"3897","Non UK-born","Mixed/Other","69",1301,"F",2011
"3898","Non UK-born","Mixed/Other","70",1301,"F",2011
"3899","Non UK-born","Mixed/Other","71",1145,"F",2011
"3900","Non UK-born","Mixed/Other","72",1052,"F",2011
"3901","Non UK-born","Mixed/Other","73",1037,"F",2011
"3902","Non UK-born","Mixed/Other","74",967,"F",2011
"3903","Non UK-born","Mixed/Other","75",786,"F",2011
"3904","Non UK-born","Mixed/Other","76",787,"F",2011
"3905","Non UK-born","Mixed/Other","77",713,"F",2011
"3906","Non UK-born","Mixed/Other","78",640,"F",2011
"3907","Non UK-born","Mixed/Other","79",578,"F",2011
"3908","Non UK-born","Mixed/Other","80",555,"F",2011
"3909","Non UK-born","Mixed/Other","81",459,"F",2011
"3910","Non UK-born","Mixed/Other","82",401,"F",2011
"3911","Non UK-born","Mixed/Other","83",322,"F",2011
"3912","Non UK-born","Mixed/Other","84",308,"F",2011
"3913","Non UK-born","Mixed/Other","85-89",939,"F",2011
"3914","Non UK-born","Mixed/Other","90-94",270,"F",2011
"3915","Non UK-born","Mixed/Other","95-99",68,"F",2011
"3916","Non UK-born","Mixed/Other","100",12,"F",2011
"3917","Non UK-born","Black-African","0",294,"F",2011
"3918","Non UK-born","Black-African","1",533,"F",2011
"3919","Non UK-born","Black-African","2",736,"F",2011
"3920","Non UK-born","Black-African","3",989,"F",2011
"3921","Non UK-born","Black-African","4",1205,"F",2011
"3922","Non UK-born","Black-African","5",1612,"F",2011
"3923","Non UK-born","Black-African","6",1652,"F",2011
"3924","Non UK-born","Black-African","7",2178,"F",2011
"3925","Non UK-born","Black-African","8",2460,"F",2011
"3926","Non UK-born","Black-African","9",2784,"F",2011
"3927","Non UK-born","Black-African","10",3387,"F",2011
"3928","Non UK-born","Black-African","11",3754,"F",2011
"3929","Non UK-born","Black-African","12",3972,"F",2011
"3930","Non UK-born","Black-African","13",4277,"F",2011
"3931","Non UK-born","Black-African","14",4282,"F",2011
"3932","Non UK-born","Black-African","15",4545,"F",2011
"3933","Non UK-born","Black-African","16",4621,"F",2011
"3934","Non UK-born","Black-African","17",4869,"F",2011
"3935","Non UK-born","Black-African","18",5298,"F",2011
"3936","Non UK-born","Black-African","19",5350,"F",2011
"3937","Non UK-born","Black-African","20",5720,"F",2011
"3938","Non UK-born","Black-African","21",6090,"F",2011
"3939","Non UK-born","Black-African","22",6308,"F",2011
"3940","Non UK-born","Black-African","23",6747,"F",2011
"3941","Non UK-born","Black-African","24",7139,"F",2011
"3942","Non UK-born","Black-African","25",7422,"F",2011
"3943","Non UK-born","Black-African","26",7628,"F",2011
"3944","Non UK-born","Black-African","27",8005,"F",2011
"3945","Non UK-born","Black-African","28",8771,"F",2011
"3946","Non UK-born","Black-African","29",8474,"F",2011
"3947","Non UK-born","Black-African","30",9278,"F",2011
"3948","Non UK-born","Black-African","31",9770,"F",2011
"3949","Non UK-born","Black-African","32",9739,"F",2011
"3950","Non UK-born","Black-African","33",9559,"F",2011
"3951","Non UK-born","Black-African","34",9961,"F",2011
"3952","Non UK-born","Black-African","35",9817,"F",2011
"3953","Non UK-born","Black-African","36",9678,"F",2011
"3954","Non UK-born","Black-African","37",8931,"F",2011
"3955","Non UK-born","Black-African","38",9103,"F",2011
"3956","Non UK-born","Black-African","39",7470,"F",2011
"3957","Non UK-born","Black-African","40",8586,"F",2011
"3958","Non UK-born","Black-African","41",8288,"F",2011
"3959","Non UK-born","Black-African","42",8166,"F",2011
"3960","Non UK-born","Black-African","43",7344,"F",2011
"3961","Non UK-born","Black-African","44",6962,"F",2011
"3962","Non UK-born","Black-African","45",6773,"F",2011
"3963","Non UK-born","Black-African","46",6597,"F",2011
"3964","Non UK-born","Black-African","47",5776,"F",2011
"3965","Non UK-born","Black-African","48",5635,"F",2011
"3966","Non UK-born","Black-African","49",4381,"F",2011
"3967","Non UK-born","Black-African","50",5232,"F",2011
"3968","Non UK-born","Black-African","51",4493,"F",2011
"3969","Non UK-born","Black-African","52",3926,"F",2011
"3970","Non UK-born","Black-African","53",3321,"F",2011
"3971","Non UK-born","Black-African","54",3070,"F",2011
"3972","Non UK-born","Black-African","55",2702,"F",2011
"3973","Non UK-born","Black-African","56",2671,"F",2011
"3974","Non UK-born","Black-African","57",2181,"F",2011
"3975","Non UK-born","Black-African","58",2095,"F",2011
"3976","Non UK-born","Black-African","59",1527,"F",2011
"3977","Non UK-born","Black-African","60",1692,"F",2011
"3978","Non UK-born","Black-African","61",1588,"F",2011
"3979","Non UK-born","Black-African","62",1530,"F",2011
"3980","Non UK-born","Black-African","63",1260,"F",2011
"3981","Non UK-born","Black-African","64",1209,"F",2011
"3982","Non UK-born","Black-African","65",1263,"F",2011
"3983","Non UK-born","Black-African","66",1164,"F",2011
"3984","Non UK-born","Black-African","67",1021,"F",2011
"3985","Non UK-born","Black-African","68",1116,"F",2011
"3986","Non UK-born","Black-African","69",822,"F",2011
"3987","Non UK-born","Black-African","70",976,"F",2011
"3988","Non UK-born","Black-African","71",1034,"F",2011
"3989","Non UK-born","Black-African","72",845,"F",2011
"3990","Non UK-born","Black-African","73",644,"F",2011
"3991","Non UK-born","Black-African","74",617,"F",2011
"3992","Non UK-born","Black-African","75",530,"F",2011
"3993","Non UK-born","Black-African","76",450,"F",2011
"3994","Non UK-born","Black-African","77",394,"F",2011
"3995","Non UK-born","Black-African","78",333,"F",2011
"3996","Non UK-born","Black-African","79",287,"F",2011
"3997","Non UK-born","Black-African","80",257,"F",2011
"3998","Non UK-born","Black-African","81",252,"F",2011
"3999","Non UK-born","Black-African","82",168,"F",2011
"4000","Non UK-born","Black-African","83",128,"F",2011
"4001","Non UK-born","Black-African","84",109,"F",2011
"4002","Non UK-born","Black-African","85-89",299,"F",2011
"4003","Non UK-born","Black-African","90-94",96,"F",2011
"4004","Non UK-born","Black-African","95-99",35,"F",2011
"4005","Non UK-born","Black-African","100",9,"F",2011
"4006","Non UK-born","Black-Caribbean","0",16,"F",2011
"4007","Non UK-born","Black-Caribbean","1",50,"F",2011
"4008","Non UK-born","Black-Caribbean","2",51,"F",2011
"4009","Non UK-born","Black-Caribbean","3",56,"F",2011
"4010","Non UK-born","Black-Caribbean","4",73,"F",2011
"4011","Non UK-born","Black-Caribbean","5",84,"F",2011
"4012","Non UK-born","Black-Caribbean","6",92,"F",2011
"4013","Non UK-born","Black-Caribbean","7",109,"F",2011
"4014","Non UK-born","Black-Caribbean","8",125,"F",2011
"4015","Non UK-born","Black-Caribbean","9",226,"F",2011
"4016","Non UK-born","Black-Caribbean","10",322,"F",2011
"4017","Non UK-born","Black-Caribbean","11",403,"F",2011
"4018","Non UK-born","Black-Caribbean","12",430,"F",2011
"4019","Non UK-born","Black-Caribbean","13",524,"F",2011
"4020","Non UK-born","Black-Caribbean","14",607,"F",2011
"4021","Non UK-born","Black-Caribbean","15",656,"F",2011
"4022","Non UK-born","Black-Caribbean","16",656,"F",2011
"4023","Non UK-born","Black-Caribbean","17",723,"F",2011
"4024","Non UK-born","Black-Caribbean","18",731,"F",2011
"4025","Non UK-born","Black-Caribbean","19",765,"F",2011
"4026","Non UK-born","Black-Caribbean","20",763,"F",2011
"4027","Non UK-born","Black-Caribbean","21",831,"F",2011
"4028","Non UK-born","Black-Caribbean","22",878,"F",2011
"4029","Non UK-born","Black-Caribbean","23",831,"F",2011
"4030","Non UK-born","Black-Caribbean","24",953,"F",2011
"4031","Non UK-born","Black-Caribbean","25",1087,"F",2011
"4032","Non UK-born","Black-Caribbean","26",1171,"F",2011
"4033","Non UK-born","Black-Caribbean","27",1230,"F",2011
"4034","Non UK-born","Black-Caribbean","28",1280,"F",2011
"4035","Non UK-born","Black-Caribbean","29",1438,"F",2011
"4036","Non UK-born","Black-Caribbean","30",1395,"F",2011
"4037","Non UK-born","Black-Caribbean","31",1517,"F",2011
"4038","Non UK-born","Black-Caribbean","32",1396,"F",2011
"4039","Non UK-born","Black-Caribbean","33",1446,"F",2011
"4040","Non UK-born","Black-Caribbean","34",1466,"F",2011
"4041","Non UK-born","Black-Caribbean","35",1538,"F",2011
"4042","Non UK-born","Black-Caribbean","36",1493,"F",2011
"4043","Non UK-born","Black-Caribbean","37",1441,"F",2011
"4044","Non UK-born","Black-Caribbean","38",1489,"F",2011
"4045","Non UK-born","Black-Caribbean","39",1539,"F",2011
"4046","Non UK-born","Black-Caribbean","40",1382,"F",2011
"4047","Non UK-born","Black-Caribbean","41",1213,"F",2011
"4048","Non UK-born","Black-Caribbean","42",1242,"F",2011
"4049","Non UK-born","Black-Caribbean","43",1357,"F",2011
"4050","Non UK-born","Black-Caribbean","44",1318,"F",2011
"4051","Non UK-born","Black-Caribbean","45",1341,"F",2011
"4052","Non UK-born","Black-Caribbean","46",1274,"F",2011
"4053","Non UK-born","Black-Caribbean","47",1347,"F",2011
"4054","Non UK-born","Black-Caribbean","48",1503,"F",2011
"4055","Non UK-born","Black-Caribbean","49",2046,"F",2011
"4056","Non UK-born","Black-Caribbean","50",3088,"F",2011
"4057","Non UK-born","Black-Caribbean","51",3368,"F",2011
"4058","Non UK-born","Black-Caribbean","52",3265,"F",2011
"4059","Non UK-born","Black-Caribbean","53",3304,"F",2011
"4060","Non UK-born","Black-Caribbean","54",3474,"F",2011
"4061","Non UK-born","Black-Caribbean","55",3588,"F",2011
"4062","Non UK-born","Black-Caribbean","56",3371,"F",2011
"4063","Non UK-born","Black-Caribbean","57",3024,"F",2011
"4064","Non UK-born","Black-Caribbean","58",2861,"F",2011
"4065","Non UK-born","Black-Caribbean","59",2586,"F",2011
"4066","Non UK-born","Black-Caribbean","60",2338,"F",2011
"4067","Non UK-born","Black-Caribbean","61",2196,"F",2011
"4068","Non UK-born","Black-Caribbean","62",2010,"F",2011
"4069","Non UK-born","Black-Caribbean","63",1817,"F",2011
"4070","Non UK-born","Black-Caribbean","64",1837,"F",2011
"4071","Non UK-born","Black-Caribbean","65",1858,"F",2011
"4072","Non UK-born","Black-Caribbean","66",2088,"F",2011
"4073","Non UK-born","Black-Caribbean","67",2308,"F",2011
"4074","Non UK-born","Black-Caribbean","68",2440,"F",2011
"4075","Non UK-born","Black-Caribbean","69",2499,"F",2011
"4076","Non UK-born","Black-Caribbean","70",2547,"F",2011
"4077","Non UK-born","Black-Caribbean","71",2513,"F",2011
"4078","Non UK-born","Black-Caribbean","72",2648,"F",2011
"4079","Non UK-born","Black-Caribbean","73",2511,"F",2011
"4080","Non UK-born","Black-Caribbean","74",2403,"F",2011
"4081","Non UK-born","Black-Caribbean","75",2353,"F",2011
"4082","Non UK-born","Black-Caribbean","76",2272,"F",2011
"4083","Non UK-born","Black-Caribbean","77",1870,"F",2011
"4084","Non UK-born","Black-Caribbean","78",1831,"F",2011
"4085","Non UK-born","Black-Caribbean","79",1604,"F",2011
"4086","Non UK-born","Black-Caribbean","80",1504,"F",2011
"4087","Non UK-born","Black-Caribbean","81",1373,"F",2011
"4088","Non UK-born","Black-Caribbean","82",1178,"F",2011
"4089","Non UK-born","Black-Caribbean","83",950,"F",2011
"4090","Non UK-born","Black-Caribbean","84",801,"F",2011
"4091","Non UK-born","Black-Caribbean","85-89",2385,"F",2011
"4092","Non UK-born","Black-Caribbean","90-94",669,"F",2011
"4093","Non UK-born","Black-Caribbean","95-99",151,"F",2011
"4094","Non UK-born","Black-Caribbean","100",15,"F",2011
"4095","Non UK-born","Black-Other","0",54,"F",2011
"4096","Non UK-born","Black-Other","1",100,"F",2011
"4097","Non UK-born","Black-Other","2",129,"F",2011
"4098","Non UK-born","Black-Other","3",174,"F",2011
"4099","Non UK-born","Black-Other","4",226,"F",2011
"4100","Non UK-born","Black-Other","5",265,"F",2011
"4101","Non UK-born","Black-Other","6",301,"F",2011
"4102","Non UK-born","Black-Other","7",410,"F",2011
"4103","Non UK-born","Black-Other","8",470,"F",2011
"4104","Non UK-born","Black-Other","9",628,"F",2011
"4105","Non UK-born","Black-Other","10",663,"F",2011
"4106","Non UK-born","Black-Other","11",755,"F",2011
"4107","Non UK-born","Black-Other","12",707,"F",2011
"4108","Non UK-born","Black-Other","13",787,"F",2011
"4109","Non UK-born","Black-Other","14",770,"F",2011
"4110","Non UK-born","Black-Other","15",763,"F",2011
"4111","Non UK-born","Black-Other","16",774,"F",2011
"4112","Non UK-born","Black-Other","17",720,"F",2011
"4113","Non UK-born","Black-Other","18",695,"F",2011
"4114","Non UK-born","Black-Other","19",606,"F",2011
"4115","Non UK-born","Black-Other","20",568,"F",2011
"4116","Non UK-born","Black-Other","21",585,"F",2011
"4117","Non UK-born","Black-Other","22",673,"F",2011
"4118","Non UK-born","Black-Other","23",658,"F",2011
"4119","Non UK-born","Black-Other","24",727,"F",2011
"4120","Non UK-born","Black-Other","25",839,"F",2011
"4121","Non UK-born","Black-Other","26",827,"F",2011
"4122","Non UK-born","Black-Other","27",919,"F",2011
"4123","Non UK-born","Black-Other","28",834,"F",2011
"4124","Non UK-born","Black-Other","29",885,"F",2011
"4125","Non UK-born","Black-Other","30",842,"F",2011
"4126","Non UK-born","Black-Other","31",920,"F",2011
"4127","Non UK-born","Black-Other","32",905,"F",2011
"4128","Non UK-born","Black-Other","33",876,"F",2011
"4129","Non UK-born","Black-Other","34",865,"F",2011
"4130","Non UK-born","Black-Other","35",995,"F",2011
"4131","Non UK-born","Black-Other","36",1013,"F",2011
"4132","Non UK-born","Black-Other","37",912,"F",2011
"4133","Non UK-born","Black-Other","38",1002,"F",2011
"4134","Non UK-born","Black-Other","39",809,"F",2011
"4135","Non UK-born","Black-Other","40",876,"F",2011
"4136","Non UK-born","Black-Other","41",1023,"F",2011
"4137","Non UK-born","Black-Other","42",896,"F",2011
"4138","Non UK-born","Black-Other","43",915,"F",2011
"4139","Non UK-born","Black-Other","44",787,"F",2011
"4140","Non UK-born","Black-Other","45",705,"F",2011
"4141","Non UK-born","Black-Other","46",737,"F",2011
"4142","Non UK-born","Black-Other","47",693,"F",2011
"4143","Non UK-born","Black-Other","48",627,"F",2011
"4144","Non UK-born","Black-Other","49",510,"F",2011
"4145","Non UK-born","Black-Other","50",709,"F",2011
"4146","Non UK-born","Black-Other","51",645,"F",2011
"4147","Non UK-born","Black-Other","52",602,"F",2011
"4148","Non UK-born","Black-Other","53",539,"F",2011
"4149","Non UK-born","Black-Other","54",546,"F",2011
"4150","Non UK-born","Black-Other","55",515,"F",2011
"4151","Non UK-born","Black-Other","56",540,"F",2011
"4152","Non UK-born","Black-Other","57",445,"F",2011
"4153","Non UK-born","Black-Other","58",387,"F",2011
"4154","Non UK-born","Black-Other","59",425,"F",2011
"4155","Non UK-born","Black-Other","60",441,"F",2011
"4156","Non UK-born","Black-Other","61",357,"F",2011
"4157","Non UK-born","Black-Other","62",341,"F",2011
"4158","Non UK-born","Black-Other","63",303,"F",2011
"4159","Non UK-born","Black-Other","64",311,"F",2011
"4160","Non UK-born","Black-Other","65",291,"F",2011
"4161","Non UK-born","Black-Other","66",275,"F",2011
"4162","Non UK-born","Black-Other","67",302,"F",2011
"4163","Non UK-born","Black-Other","68",328,"F",2011
"4164","Non UK-born","Black-Other","69",298,"F",2011
"4165","Non UK-born","Black-Other","70",308,"F",2011
"4166","Non UK-born","Black-Other","71",314,"F",2011
"4167","Non UK-born","Black-Other","72",241,"F",2011
"4168","Non UK-born","Black-Other","73",230,"F",2011
"4169","Non UK-born","Black-Other","74",286,"F",2011
"4170","Non UK-born","Black-Other","75",267,"F",2011
"4171","Non UK-born","Black-Other","76",188,"F",2011
"4172","Non UK-born","Black-Other","77",187,"F",2011
"4173","Non UK-born","Black-Other","78",158,"F",2011
"4174","Non UK-born","Black-Other","79",129,"F",2011
"4175","Non UK-born","Black-Other","80",144,"F",2011
"4176","Non UK-born","Black-Other","81",125,"F",2011
"4177","Non UK-born","Black-Other","82",83,"F",2011
"4178","Non UK-born","Black-Other","83",62,"F",2011
"4179","Non UK-born","Black-Other","84",70,"F",2011
"4180","Non UK-born","Black-Other","85-89",160,"F",2011
"4181","Non UK-born","Black-Other","90-94",57,"F",2011
"4182","Non UK-born","Black-Other","95-99",18,"F",2011
"4183","Non UK-born","Black-Other","100",2,"F",2011
"4184","Non UK-born","Mixed/Other","0",272,"F",2011
"4185","Non UK-born","Mixed/Other","1",530,"F",2011
"4186","Non UK-born","Mixed/Other","2",793,"F",2011
"4187","Non UK-born","Mixed/Other","3",1016,"F",2011
"4188","Non UK-born","Mixed/Other","4",1052,"F",2011
"4189","Non UK-born","Mixed/Other","5",1191,"F",2011
"4190","Non UK-born","Mixed/Other","6",1063,"F",2011
"4191","Non UK-born","Mixed/Other","7",1014,"F",2011
"4192","Non UK-born","Mixed/Other","8",1201,"F",2011
"4193","Non UK-born","Mixed/Other","9",1244,"F",2011
"4194","Non UK-born","Mixed/Other","10",1213,"F",2011
"4195","Non UK-born","Mixed/Other","11",1378,"F",2011
"4196","Non UK-born","Mixed/Other","12",1411,"F",2011
"4197","Non UK-born","Mixed/Other","13",1448,"F",2011
"4198","Non UK-born","Mixed/Other","14",1653,"F",2011
"4199","Non UK-born","Mixed/Other","15",1563,"F",2011
"4200","Non UK-born","Mixed/Other","16",1623,"F",2011
"4201","Non UK-born","Mixed/Other","17",1684,"F",2011
"4202","Non UK-born","Mixed/Other","18",1971,"F",2011
"4203","Non UK-born","Mixed/Other","19",2424,"F",2011
"4204","Non UK-born","Mixed/Other","20",2550,"F",2011
"4205","Non UK-born","Mixed/Other","21",2662,"F",2011
"4206","Non UK-born","Mixed/Other","22",2948,"F",2011
"4207","Non UK-born","Mixed/Other","23",3363,"F",2011
"4208","Non UK-born","Mixed/Other","24",3459,"F",2011
"4209","Non UK-born","Mixed/Other","25",3861,"F",2011
"4210","Non UK-born","Mixed/Other","26",4252,"F",2011
"4211","Non UK-born","Mixed/Other","27",4476,"F",2011
"4212","Non UK-born","Mixed/Other","28",4373,"F",2011
"4213","Non UK-born","Mixed/Other","29",4435,"F",2011
"4214","Non UK-born","Mixed/Other","30",4535,"F",2011
"4215","Non UK-born","Mixed/Other","31",4457,"F",2011
"4216","Non UK-born","Mixed/Other","32",4088,"F",2011
"4217","Non UK-born","Mixed/Other","33",4233,"F",2011
"4218","Non UK-born","Mixed/Other","34",4007,"F",2011
"4219","Non UK-born","Mixed/Other","35",4105,"F",2011
"4220","Non UK-born","Mixed/Other","36",3780,"F",2011
"4221","Non UK-born","Mixed/Other","37",3823,"F",2011
"4222","Non UK-born","Mixed/Other","38",3759,"F",2011
"4223","Non UK-born","Mixed/Other","39",3560,"F",2011
