"","year","sex","age","ETH.group","CoB","timeinUK(0,1]","pop"
"945",2011,"M",39,"CHI+OAS","UK born",NA,2504
"946",2011,"M",39,"IND","Non-UK born",FALSE,5508
"947",2011,"M",39,"IND","Non-UK born",TRUE,874
"948",2011,"M",39,"IND","UK born",NA,5239
"949",2011,"M",39,"MIX","Non-UK born",FALSE,1290
"950",2011,"M",39,"MIX","Non-UK born",TRUE,290
"951",2011,"M",39,"MIX","UK born",NA,4375
"952",2011,"M",39,"OTH","Non-UK born",FALSE,3622
"953",2011,"M",39,"OTH","Non-UK born",TRUE,482
"954",2011,"M",39,"OTH","UK born",NA,1266
"955",2011,"M",39,"PAK","Non-UK born",FALSE,3357
"956",2011,"M",39,"PAK","Non-UK born",TRUE,677
"957",2011,"M",39,"PAK","UK born",NA,4446
"958",2011,"M",39,"WBI+WHO","Non-UK born",FALSE,26718
"959",2011,"M",39,"WBI+WHO","Non-UK born",TRUE,1245
"960",2011,"M",39,"WBI+WHO","UK born",NA,287539
"961",2011,"M",40,"BAN","Non-UK born",FALSE,1508
"962",2011,"M",40,"BAN","Non-UK born",TRUE,314
"963",2011,"M",40,"BAN","UK born",NA,1816
"964",2011,"M",40,"BLA+BLC+OBL","Non-UK born",FALSE,8981
"965",2011,"M",40,"BLA+BLC+OBL","Non-UK born",TRUE,683
"966",2011,"M",40,"BLA+BLC+OBL","UK born",NA,5908
"967",2011,"M",40,"CHI+OAS","Non-UK born",FALSE,6723
"968",2011,"M",40,"CHI+OAS","Non-UK born",TRUE,884
"969",2011,"M",40,"CHI+OAS","UK born",NA,2330
"970",2011,"M",40,"IND","Non-UK born",FALSE,5182
"971",2011,"M",40,"IND","Non-UK born",TRUE,783
"972",2011,"M",40,"IND","UK born",NA,5042
"973",2011,"M",40,"MIX","Non-UK born",FALSE,1256
"974",2011,"M",40,"MIX","Non-UK born",TRUE,268
"975",2011,"M",40,"MIX","UK born",NA,4345
"976",2011,"M",40,"OTH","Non-UK born",FALSE,3507
"977",2011,"M",40,"OTH","Non-UK born",TRUE,444
"978",2011,"M",40,"OTH","UK born",NA,1256
"979",2011,"M",40,"PAK","Non-UK born",FALSE,3278
"980",2011,"M",40,"PAK","Non-UK born",TRUE,629
"981",2011,"M",40,"PAK","UK born",NA,4434
"982",2011,"M",40,"WBI+WHO","Non-UK born",FALSE,26898
"983",2011,"M",40,"WBI+WHO","Non-UK born",TRUE,1192
"984",2011,"M",40,"WBI+WHO","UK born",NA,297396
"985",2011,"M",41,"BAN","Non-UK born",FALSE,1400
"986",2011,"M",41,"BAN","Non-UK born",TRUE,277
"987",2011,"M",41,"BAN","UK born",NA,1703
"988",2011,"M",41,"BLA+BLC+OBL","Non-UK born",FALSE,9040
"989",2011,"M",41,"BLA+BLC+OBL","Non-UK born",TRUE,654
"990",2011,"M",41,"BLA+BLC+OBL","UK born",NA,6040
"991",2011,"M",41,"CHI+OAS","Non-UK born",FALSE,6322
"992",2011,"M",41,"CHI+OAS","Non-UK born",TRUE,791
"993",2011,"M",41,"CHI+OAS","UK born",NA,2220
"994",2011,"M",41,"IND","Non-UK born",FALSE,5138
"995",2011,"M",41,"IND","Non-UK born",TRUE,738
"996",2011,"M",41,"IND","UK born",NA,5062
"997",2011,"M",41,"MIX","Non-UK born",FALSE,1196
"998",2011,"M",41,"MIX","Non-UK born",TRUE,243
"999",2011,"M",41,"MIX","UK born",NA,4183
"1000",2011,"M",41,"OTH","Non-UK born",FALSE,3355
"1001",2011,"M",41,"OTH","Non-UK born",TRUE,404
"1002",2011,"M",41,"OTH","UK born",NA,1217
"1003",2011,"M",41,"PAK","Non-UK born",FALSE,3177
"1004",2011,"M",41,"PAK","Non-UK born",TRUE,579
"1005",2011,"M",41,"PAK","UK born",NA,4343
"1006",2011,"M",41,"WBI+WHO","Non-UK born",FALSE,25879
"1007",2011,"M",41,"WBI+WHO","Non-UK born",TRUE,1091
"1008",2011,"M",41,"WBI+WHO","UK born",NA,290997
"1009",2011,"M",42,"BAN","Non-UK born",FALSE,1310
"1010",2011,"M",42,"BAN","Non-UK born",TRUE,247
"1011",2011,"M",42,"BAN","UK born",NA,1398
"1012",2011,"M",42,"BLA+BLC+OBL","Non-UK born",FALSE,9828
"1013",2011,"M",42,"BLA+BLC+OBL","Non-UK born",TRUE,677
"1014",2011,"M",42,"BLA+BLC+OBL","UK born",NA,5791
"1015",2011,"M",42,"CHI+OAS","Non-UK born",FALSE,6161
"1016",2011,"M",42,"CHI+OAS","Non-UK born",TRUE,734
"1017",2011,"M",42,"CHI+OAS","UK born",NA,1904
"1018",2011,"M",42,"IND","Non-UK born",FALSE,5222
"1019",2011,"M",42,"IND","Non-UK born",TRUE,714
"1020",2011,"M",42,"IND","UK born",NA,4524
"1021",2011,"M",42,"MIX","Non-UK born",FALSE,1325
"1022",2011,"M",42,"MIX","Non-UK born",TRUE,256
"1023",2011,"M",42,"MIX","UK born",NA,4066
"1024",2011,"M",42,"OTH","Non-UK born",FALSE,3307
"1025",2011,"M",42,"OTH","Non-UK born",TRUE,379
"1026",2011,"M",42,"OTH","UK born",NA,1056
"1027",2011,"M",42,"PAK","Non-UK born",FALSE,3207
"1028",2011,"M",42,"PAK","Non-UK born",TRUE,556
"1029",2011,"M",42,"PAK","UK born",NA,3850
"1030",2011,"M",42,"WBI+WHO","Non-UK born",FALSE,29905
"1031",2011,"M",42,"WBI+WHO","Non-UK born",TRUE,1200
"1032",2011,"M",42,"WBI+WHO","UK born",NA,296939
"1033",2011,"M",43,"BAN","Non-UK born",FALSE,1142
"1034",2011,"M",43,"BAN","Non-UK born",TRUE,205
"1035",2011,"M",43,"BAN","UK born",NA,1371
"1036",2011,"M",43,"BLA+BLC+OBL","Non-UK born",FALSE,9316
"1037",2011,"M",43,"BLA+BLC+OBL","Non-UK born",TRUE,610
"1038",2011,"M",43,"BLA+BLC+OBL","UK born",NA,6199
"1039",2011,"M",43,"CHI+OAS","Non-UK born",FALSE,5436
"1040",2011,"M",43,"CHI+OAS","Non-UK born",TRUE,616
"1041",2011,"M",43,"CHI+OAS","UK born",NA,1894
"1042",2011,"M",43,"IND","Non-UK born",FALSE,4613
"1043",2011,"M",43,"IND","Non-UK born",TRUE,600
"1044",2011,"M",43,"IND","UK born",NA,4502
"1045",2011,"M",43,"MIX","Non-UK born",FALSE,1193
"1046",2011,"M",43,"MIX","Non-UK born",TRUE,219
"1047",2011,"M",43,"MIX","UK born",NA,4112
"1048",2011,"M",43,"OTH","Non-UK born",FALSE,3134
"1049",2011,"M",43,"OTH","Non-UK born",TRUE,341
"1050",2011,"M",43,"OTH","UK born",NA,1128
"1051",2011,"M",43,"PAK","Non-UK born",FALSE,2773
"1052",2011,"M",43,"PAK","Non-UK born",TRUE,458
"1053",2011,"M",43,"PAK","UK born",NA,3745
"1054",2011,"M",43,"WBI+WHO","Non-UK born",FALSE,26984
"1055",2011,"M",43,"WBI+WHO","Non-UK born",TRUE,1030
"1056",2011,"M",43,"WBI+WHO","UK born",NA,302974
"1057",2011,"M",44,"BAN","Non-UK born",FALSE,930
"1058",2011,"M",44,"BAN","Non-UK born",TRUE,158
"1059",2011,"M",44,"BAN","UK born",NA,1213
"1060",2011,"M",44,"BLA+BLC+OBL","Non-UK born",FALSE,9097
"1061",2011,"M",44,"BLA+BLC+OBL","Non-UK born",TRUE,567
"1062",2011,"M",44,"BLA+BLC+OBL","UK born",NA,6605
"1063",2011,"M",44,"CHI+OAS","Non-UK born",FALSE,5012
"1064",2011,"M",44,"CHI+OAS","Non-UK born",TRUE,540
"1065",2011,"M",44,"CHI+OAS","UK born",NA,1901
"1066",2011,"M",44,"IND","Non-UK born",FALSE,4069
"1067",2011,"M",44,"IND","Non-UK born",TRUE,504
"1068",2011,"M",44,"IND","UK born",NA,4322
"1069",2011,"M",44,"MIX","Non-UK born",FALSE,1099
"1070",2011,"M",44,"MIX","Non-UK born",TRUE,192
"1071",2011,"M",44,"MIX","UK born",NA,4117
"1072",2011,"M",44,"OTH","Non-UK born",FALSE,2834
"1073",2011,"M",44,"OTH","Non-UK born",TRUE,294
"1074",2011,"M",44,"OTH","UK born",NA,1111
"1075",2011,"M",44,"PAK","Non-UK born",FALSE,2229
"1076",2011,"M",44,"PAK","Non-UK born",TRUE,350
"1077",2011,"M",44,"PAK","UK born",NA,3273
"1078",2011,"M",44,"WBI+WHO","Non-UK born",FALSE,25653
"1079",2011,"M",44,"WBI+WHO","Non-UK born",TRUE,932
"1080",2011,"M",44,"WBI+WHO","UK born",NA,314657
"1081",2011,"M",45,"BAN","Non-UK born",FALSE,845
"1082",2011,"M",45,"BAN","Non-UK born",TRUE,137
"1083",2011,"M",45,"BAN","UK born",NA,937
"1084",2011,"M",45,"BLA+BLC+OBL","Non-UK born",FALSE,9711
"1085",2011,"M",45,"BLA+BLC+OBL","Non-UK born",TRUE,576
"1086",2011,"M",45,"BLA+BLC+OBL","UK born",NA,6028
"1087",2011,"M",45,"CHI+OAS","Non-UK born",FALSE,5209
"1088",2011,"M",45,"CHI+OAS","Non-UK born",TRUE,534
"1089",2011,"M",45,"CHI+OAS","UK born",NA,1686
"1090",2011,"M",45,"IND","Non-UK born",FALSE,4175
"1091",2011,"M",45,"IND","Non-UK born",TRUE,492
"1092",2011,"M",45,"IND","UK born",NA,3781
"1093",2011,"M",45,"MIX","Non-UK born",FALSE,1187
"1094",2011,"M",45,"MIX","Non-UK born",TRUE,198
"1095",2011,"M",45,"MIX","UK born",NA,3787
"1096",2011,"M",45,"OTH","Non-UK born",FALSE,2860
"1097",2011,"M",45,"OTH","Non-UK born",TRUE,282
"1098",2011,"M",45,"OTH","UK born",NA,957
"1099",2011,"M",45,"PAK","Non-UK born",FALSE,2140
"1100",2011,"M",45,"PAK","Non-UK born",TRUE,320
"1101",2011,"M",45,"PAK","UK born",NA,2676
"1102",2011,"M",45,"WBI+WHO","Non-UK born",FALSE,29596
"1103",2011,"M",45,"WBI+WHO","Non-UK born",TRUE,1023
"1104",2011,"M",45,"WBI+WHO","UK born",NA,310672
"1105",2011,"M",46,"BAN","Non-UK born",FALSE,659
"1106",2011,"M",46,"BAN","Non-UK born",TRUE,102
"1107",2011,"M",46,"BAN","UK born",NA,923
"1108",2011,"M",46,"BLA+BLC+OBL","Non-UK born",FALSE,8713
"1109",2011,"M",46,"BLA+BLC+OBL","Non-UK born",TRUE,491
"1110",2011,"M",46,"BLA+BLC+OBL","UK born",NA,6847
"1111",2011,"M",46,"CHI+OAS","Non-UK born",FALSE,4664
"1112",2011,"M",46,"CHI+OAS","Non-UK born",TRUE,455
"1113",2011,"M",46,"CHI+OAS","UK born",NA,1908
"1114",2011,"M",46,"IND","Non-UK born",FALSE,3620
"1115",2011,"M",46,"IND","Non-UK born",TRUE,405
"1116",2011,"M",46,"IND","UK born",NA,4140
"1117",2011,"M",46,"MIX","Non-UK born",FALSE,1006
"1118",2011,"M",46,"MIX","Non-UK born",TRUE,160
"1119",2011,"M",46,"MIX","UK born",NA,4047
"1120",2011,"M",46,"OTH","Non-UK born",FALSE,2544
"1121",2011,"M",46,"OTH","Non-UK born",TRUE,239
"1122",2011,"M",46,"OTH","UK born",NA,1076
"1123",2011,"M",46,"PAK","Non-UK born",FALSE,1689
"1124",2011,"M",46,"PAK","Non-UK born",TRUE,240
"1125",2011,"M",46,"PAK","UK born",NA,2663
"1126",2011,"M",46,"WBI+WHO","Non-UK born",FALSE,24097
"1127",2011,"M",46,"WBI+WHO","Non-UK born",TRUE,792
"1128",2011,"M",46,"WBI+WHO","UK born",NA,320617
"1129",2011,"M",47,"BAN","Non-UK born",FALSE,771
"1130",2011,"M",47,"BAN","Non-UK born",TRUE,113
"1131",2011,"M",47,"BAN","UK born",NA,1042
"1132",2011,"M",47,"BLA+BLC+OBL","Non-UK born",FALSE,8578
"1133",2011,"M",47,"BLA+BLC+OBL","Non-UK born",TRUE,460
"1134",2011,"M",47,"BLA+BLC+OBL","UK born",NA,6533
"1135",2011,"M",47,"CHI+OAS","Non-UK born",FALSE,4453
"1136",2011,"M",47,"CHI+OAS","Non-UK born",TRUE,413
"1137",2011,"M",47,"CHI+OAS","UK born",NA,1762
"1138",2011,"M",47,"IND","Non-UK born",FALSE,3720
"1139",2011,"M",47,"IND","Non-UK born",TRUE,397
"1140",2011,"M",47,"IND","UK born",NA,4115
"1141",2011,"M",47,"MIX","Non-UK born",FALSE,956
"1142",2011,"M",47,"MIX","Non-UK born",TRUE,144
"1143",2011,"M",47,"MIX","UK born",NA,3707
"1144",2011,"M",47,"OTH","Non-UK born",FALSE,2508
"1145",2011,"M",47,"OTH","Non-UK born",TRUE,224
"1146",2011,"M",47,"OTH","UK born",NA,1026
"1147",2011,"M",47,"PAK","Non-UK born",FALSE,1547
"1148",2011,"M",47,"PAK","Non-UK born",TRUE,209
"1149",2011,"M",47,"PAK","UK born",NA,2357
"1150",2011,"M",47,"WBI+WHO","Non-UK born",FALSE,24670
"1151",2011,"M",47,"WBI+WHO","Non-UK born",TRUE,772
"1152",2011,"M",47,"WBI+WHO","UK born",NA,318455
"1153",2011,"M",48,"BAN","Non-UK born",FALSE,596
"1154",2011,"M",48,"BAN","Non-UK born",TRUE,83
"1155",2011,"M",48,"BAN","UK born",NA,1154
"1156",2011,"M",48,"BLA+BLC+OBL","Non-UK born",FALSE,6959
"1157",2011,"M",48,"BLA+BLC+OBL","Non-UK born",TRUE,355
"1158",2011,"M",48,"BLA+BLC+OBL","UK born",NA,7622
"1159",2011,"M",48,"CHI+OAS","Non-UK born",FALSE,4016
"1160",2011,"M",48,"CHI+OAS","Non-UK born",TRUE,355
"1161",2011,"M",48,"CHI+OAS","UK born",NA,2282
"1162",2011,"M",48,"IND","Non-UK born",FALSE,3007
"1163",2011,"M",48,"IND","Non-UK born",TRUE,305
"1164",2011,"M",48,"IND","UK born",NA,4773
"1165",2011,"M",48,"MIX","Non-UK born",FALSE,666
"1166",2011,"M",48,"MIX","Non-UK born",TRUE,96
"1167",2011,"M",48,"MIX","UK born",NA,3707
"1168",2011,"M",48,"OTH","Non-UK born",FALSE,2133
"1169",2011,"M",48,"OTH","Non-UK born",TRUE,181
"1170",2011,"M",48,"OTH","UK born",NA,1254
"1171",2011,"M",48,"PAK","Non-UK born",FALSE,1217
"1172",2011,"M",48,"PAK","Non-UK born",TRUE,157
"1173",2011,"M",48,"PAK","UK born",NA,2658
"1174",2011,"M",48,"WBI+WHO","Non-UK born",FALSE,17220
"1175",2011,"M",48,"WBI+WHO","Non-UK born",TRUE,512
"1176",2011,"M",48,"WBI+WHO","UK born",NA,320009
"1177",2011,"M",49,"BAN","Non-UK born",FALSE,675
"1178",2011,"M",49,"BAN","Non-UK born",TRUE,90
"1179",2011,"M",49,"BAN","UK born",NA,1027
"1180",2011,"M",49,"BLA+BLC+OBL","Non-UK born",FALSE,6584
"1181",2011,"M",49,"BLA+BLC+OBL","Non-UK born",TRUE,320
"1182",2011,"M",49,"BLA+BLC+OBL","UK born",NA,5689
"1183",2011,"M",49,"CHI+OAS","Non-UK born",FALSE,4089
"1184",2011,"M",49,"CHI+OAS","Non-UK born",TRUE,344
"1185",2011,"M",49,"CHI+OAS","UK born",NA,1830
"1186",2011,"M",49,"IND","Non-UK born",FALSE,3479
"1187",2011,"M",49,"IND","Non-UK born",TRUE,336
"1188",2011,"M",49,"IND","UK born",NA,4347
"1189",2011,"M",49,"MIX","Non-UK born",FALSE,751
"1190",2011,"M",49,"MIX","Non-UK born",TRUE,102
"1191",2011,"M",49,"MIX","UK born",NA,3281
"1192",2011,"M",49,"OTH","Non-UK born",FALSE,2148
"1193",2011,"M",49,"OTH","Non-UK born",TRUE,174
"1194",2011,"M",49,"OTH","UK born",NA,994
"1195",2011,"M",49,"PAK","Non-UK born",FALSE,1550
"1196",2011,"M",49,"PAK","Non-UK born",TRUE,190
"1197",2011,"M",49,"PAK","UK born",NA,2662
"1198",2011,"M",49,"WBI+WHO","Non-UK born",FALSE,21227
"1199",2011,"M",49,"WBI+WHO","Non-UK born",TRUE,601
"1200",2011,"M",49,"WBI+WHO","UK born",NA,311453
"1201",2011,"M",50,"BAN","Non-UK born",FALSE,658
"1202",2011,"M",50,"BAN","Non-UK born",TRUE,83
"1203",2011,"M",50,"BAN","UK born",NA,848
"1204",2011,"M",50,"BLA+BLC+OBL","Non-UK born",FALSE,6774
"1205",2011,"M",50,"BLA+BLC+OBL","Non-UK born",TRUE,313
"1206",2011,"M",50,"BLA+BLC+OBL","UK born",NA,4972
"1207",2011,"M",50,"CHI+OAS","Non-UK born",FALSE,4214
"1208",2011,"M",50,"CHI+OAS","Non-UK born",TRUE,337
"1209",2011,"M",50,"CHI+OAS","UK born",NA,1600
"1210",2011,"M",50,"IND","Non-UK born",FALSE,3893
"1211",2011,"M",50,"IND","Non-UK born",TRUE,357
"1212",2011,"M",50,"IND","UK born",NA,4123
"1213",2011,"M",50,"MIX","Non-UK born",FALSE,772
"1214",2011,"M",50,"MIX","Non-UK born",TRUE,100
"1215",2011,"M",50,"MIX","UK born",NA,2856
"1216",2011,"M",50,"OTH","Non-UK born",FALSE,2213
"1217",2011,"M",50,"OTH","Non-UK born",TRUE,170
"1218",2011,"M",50,"OTH","UK born",NA,869
"1219",2011,"M",50,"PAK","Non-UK born",FALSE,1652
"1220",2011,"M",50,"PAK","Non-UK born",TRUE,193
"1221",2011,"M",50,"PAK","UK born",NA,2402
"1222",2011,"M",50,"WBI+WHO","Non-UK born",FALSE,23845
"1223",2011,"M",50,"WBI+WHO","Non-UK born",TRUE,642
"1224",2011,"M",50,"WBI+WHO","UK born",NA,297523
"1225",2011,"M",51,"BAN","Non-UK born",FALSE,619
"1226",2011,"M",51,"BAN","Non-UK born",TRUE,74
"1227",2011,"M",51,"BAN","UK born",NA,952
"1228",2011,"M",51,"BLA+BLC+OBL","Non-UK born",FALSE,5778
"1229",2011,"M",51,"BLA+BLC+OBL","Non-UK born",TRUE,254
"1230",2011,"M",51,"BLA+BLC+OBL","UK born",NA,5085
"1231",2011,"M",51,"CHI+OAS","Non-UK born",FALSE,3591
"1232",2011,"M",51,"CHI+OAS","Non-UK born",TRUE,273
"1233",2011,"M",51,"CHI+OAS","UK born",NA,1632
"1234",2011,"M",51,"IND","Non-UK born",FALSE,3502
"1235",2011,"M",51,"IND","Non-UK born",TRUE,306
"1236",2011,"M",51,"IND","UK born",NA,4438
"1237",2011,"M",51,"MIX","Non-UK born",FALSE,602
"1238",2011,"M",51,"MIX","Non-UK born",TRUE,74
"1239",2011,"M",51,"MIX","UK born",NA,2661
"1240",2011,"M",51,"OTH","Non-UK born",FALSE,1993
"1241",2011,"M",51,"OTH","Non-UK born",TRUE,146
"1242",2011,"M",51,"OTH","UK born",NA,938
"1243",2011,"M",51,"PAK","Non-UK born",FALSE,1484
"1244",2011,"M",51,"PAK","Non-UK born",TRUE,165
"1245",2011,"M",51,"PAK","UK born",NA,2581
"1246",2011,"M",51,"WBI+WHO","Non-UK born",FALSE,19362
"1247",2011,"M",51,"WBI+WHO","Non-UK born",TRUE,496
"1248",2011,"M",51,"WBI+WHO","UK born",NA,289918
"1249",2011,"M",52,"BAN","Non-UK born",FALSE,684
"1250",2011,"M",52,"BAN","Non-UK born",TRUE,78
"1251",2011,"M",52,"BAN","UK born",NA,855
"1252",2011,"M",52,"BLA+BLC+OBL","Non-UK born",FALSE,5562
"1253",2011,"M",52,"BLA+BLC+OBL","Non-UK born",TRUE,233
"1254",2011,"M",52,"BLA+BLC+OBL","UK born",NA,3990
"1255",2011,"M",52,"CHI+OAS","Non-UK born",FALSE,3704
"1256",2011,"M",52,"CHI+OAS","Non-UK born",TRUE,268
"1257",2011,"M",52,"CHI+OAS","UK born",NA,1370
"1258",2011,"M",52,"IND","Non-UK born",FALSE,3781
"1259",2011,"M",52,"IND","Non-UK born",TRUE,314
"1260",2011,"M",52,"IND","UK born",NA,3897
"1261",2011,"M",52,"MIX","Non-UK born",FALSE,641
"1262",2011,"M",52,"MIX","Non-UK born",TRUE,75
"1263",2011,"M",52,"MIX","UK born",NA,2301
"1264",2011,"M",52,"OTH","Non-UK born",FALSE,1896
"1265",2011,"M",52,"OTH","Non-UK born",TRUE,132
"1266",2011,"M",52,"OTH","UK born",NA,726
"1267",2011,"M",52,"PAK","Non-UK born",FALSE,1617
"1268",2011,"M",52,"PAK","Non-UK born",TRUE,171
"1269",2011,"M",52,"PAK","UK born",NA,2285
"1270",2011,"M",52,"WBI+WHO","Non-UK born",FALSE,23026
"1271",2011,"M",52,"WBI+WHO","Non-UK born",TRUE,562
"1272",2011,"M",52,"WBI+WHO","UK born",NA,281184
"1273",2011,"M",53,"BAN","Non-UK born",FALSE,653
"1274",2011,"M",53,"BAN","Non-UK born",TRUE,71
"1275",2011,"M",53,"BAN","UK born",NA,758
"1276",2011,"M",53,"BLA+BLC+OBL","Non-UK born",FALSE,5178
"1277",2011,"M",53,"BLA+BLC+OBL","Non-UK born",TRUE,206
"1278",2011,"M",53,"BLA+BLC+OBL","UK born",NA,3454
"1279",2011,"M",53,"CHI+OAS","Non-UK born",FALSE,3565
"1280",2011,"M",53,"CHI+OAS","Non-UK born",TRUE,245
"1281",2011,"M",53,"CHI+OAS","UK born",NA,1225
"1282",2011,"M",53,"IND","Non-UK born",FALSE,3871
"1283",2011,"M",53,"IND","Non-UK born",TRUE,306
"1284",2011,"M",53,"IND","UK born",NA,3706
"1285",2011,"M",53,"MIX","Non-UK born",FALSE,607
"1286",2011,"M",53,"MIX","Non-UK born",TRUE,68
"1287",2011,"M",53,"MIX","UK born",NA,2020
"1288",2011,"M",53,"OTH","Non-UK born",FALSE,1856
"1289",2011,"M",53,"OTH","Non-UK born",TRUE,123
"1290",2011,"M",53,"OTH","UK born",NA,660
"1291",2011,"M",53,"PAK","Non-UK born",FALSE,1691
"1292",2011,"M",53,"PAK","Non-UK born",TRUE,170
"1293",2011,"M",53,"PAK","UK born",NA,2217
"1294",2011,"M",53,"WBI+WHO","Non-UK born",FALSE,24170
"1295",2011,"M",53,"WBI+WHO","Non-UK born",TRUE,561
"1296",2011,"M",53,"WBI+WHO","UK born",NA,274772
"1297",2011,"M",54,"BAN","Non-UK born",FALSE,540
"1298",2011,"M",54,"BAN","Non-UK born",TRUE,56
"1299",2011,"M",54,"BAN","UK born",NA,730
"1300",2011,"M",54,"BLA+BLC+OBL","Non-UK born",FALSE,4293
"1301",2011,"M",54,"BLA+BLC+OBL","Non-UK born",TRUE,163
"1302",2011,"M",54,"BLA+BLC+OBL","UK born",NA,3346
"1303",2011,"M",54,"CHI+OAS","Non-UK born",FALSE,3322
"1304",2011,"M",54,"CHI+OAS","Non-UK born",TRUE,218
"1305",2011,"M",54,"CHI+OAS","UK born",NA,1331
"1306",2011,"M",54,"IND","Non-UK born",FALSE,3649
"1307",2011,"M",54,"IND","Non-UK born",TRUE,274
"1308",2011,"M",54,"IND","UK born",NA,4072
"1309",2011,"M",54,"MIX","Non-UK born",FALSE,488
"1310",2011,"M",54,"MIX","Non-UK born",TRUE,52
"1311",2011,"M",54,"MIX","UK born",NA,1891
"1312",2011,"M",54,"OTH","Non-UK born",FALSE,1687
"1313",2011,"M",54,"OTH","Non-UK born",TRUE,106
"1314",2011,"M",54,"OTH","UK born",NA,700
"1315",2011,"M",54,"PAK","Non-UK born",FALSE,1566
"1316",2011,"M",54,"PAK","Non-UK born",TRUE,150
"1317",2011,"M",54,"PAK","UK born",NA,2391
"1318",2011,"M",54,"WBI+WHO","Non-UK born",FALSE,20133
"1319",2011,"M",54,"WBI+WHO","Non-UK born",TRUE,444
"1320",2011,"M",54,"WBI+WHO","UK born",NA,267546
"1321",2011,"M",55,"BAN","Non-UK born",FALSE,472
"1322",2011,"M",55,"BAN","Non-UK born",TRUE,46
"1323",2011,"M",55,"BAN","UK born",NA,689
"1324",2011,"M",55,"BLA+BLC+OBL","Non-UK born",FALSE,3632
"1325",2011,"M",55,"BLA+BLC+OBL","Non-UK born",TRUE,131
"1326",2011,"M",55,"BLA+BLC+OBL","UK born",NA,3070
"1327",2011,"M",55,"CHI+OAS","Non-UK born",FALSE,3131
"1328",2011,"M",55,"CHI+OAS","Non-UK born",TRUE,195
"1329",2011,"M",55,"CHI+OAS","UK born",NA,1359
"1330",2011,"M",55,"IND","Non-UK born",FALSE,3514
"1331",2011,"M",55,"IND","Non-UK born",TRUE,251
"1332",2011,"M",55,"IND","UK born",NA,4245
"1333",2011,"M",55,"MIX","Non-UK born",FALSE,417
"1334",2011,"M",55,"MIX","Non-UK born",TRUE,42
"1335",2011,"M",55,"MIX","UK born",NA,1748
"1336",2011,"M",55,"OTH","Non-UK born",FALSE,1668
"1337",2011,"M",55,"OTH","Non-UK born",TRUE,100
"1338",2011,"M",55,"OTH","UK born",NA,750
"1339",2011,"M",55,"PAK","Non-UK born",FALSE,1402
"1340",2011,"M",55,"PAK","Non-UK born",TRUE,127
"1341",2011,"M",55,"PAK","UK born",NA,2315
"1342",2011,"M",55,"WBI+WHO","Non-UK born",FALSE,18100
"1343",2011,"M",55,"WBI+WHO","Non-UK born",TRUE,380
"1344",2011,"M",55,"WBI+WHO","UK born",NA,261023
"1345",2011,"M",56,"BAN","Non-UK born",FALSE,422
"1346",2011,"M",56,"BAN","Non-UK born",TRUE,40
"1347",2011,"M",56,"BAN","UK born",NA,578
"1348",2011,"M",56,"BLA+BLC+OBL","Non-UK born",FALSE,3270
"1349",2011,"M",56,"BLA+BLC+OBL","Non-UK born",TRUE,112
"1350",2011,"M",56,"BLA+BLC+OBL","UK born",NA,2597
"1351",2011,"M",56,"CHI+OAS","Non-UK born",FALSE,2983
"1352",2011,"M",56,"CHI+OAS","Non-UK born",TRUE,177
"1353",2011,"M",56,"CHI+OAS","UK born",NA,1215
"1354",2011,"M",56,"IND","Non-UK born",FALSE,3570
"1355",2011,"M",56,"IND","Non-UK born",TRUE,243
"1356",2011,"M",56,"IND","UK born",NA,4048
"1357",2011,"M",56,"MIX","Non-UK born",FALSE,405
"1358",2011,"M",56,"MIX","Non-UK born",TRUE,39
"1359",2011,"M",56,"MIX","UK born",NA,1590
"1360",2011,"M",56,"OTH","Non-UK born",FALSE,1550
"1361",2011,"M",56,"OTH","Non-UK born",TRUE,88
"1362",2011,"M",56,"OTH","UK born",NA,653
"1363",2011,"M",56,"PAK","Non-UK born",FALSE,1371
"1364",2011,"M",56,"PAK","Non-UK born",TRUE,118
"1365",2011,"M",56,"PAK","UK born",NA,2121
"1366",2011,"M",56,"WBI+WHO","Non-UK born",FALSE,18512
"1367",2011,"M",56,"WBI+WHO","Non-UK born",TRUE,370
"1368",2011,"M",56,"WBI+WHO","UK born",NA,251061
"1369",2011,"M",57,"BAN","Non-UK born",FALSE,269
"1370",2011,"M",57,"BAN","Non-UK born",TRUE,24
"1371",2011,"M",57,"BAN","UK born",NA,582
"1372",2011,"M",57,"BLA+BLC+OBL","Non-UK born",FALSE,2264
"1373",2011,"M",57,"BLA+BLC+OBL","Non-UK born",TRUE,74
"1374",2011,"M",57,"BLA+BLC+OBL","UK born",NA,2846
"1375",2011,"M",57,"CHI+OAS","Non-UK born",FALSE,2420
"1376",2011,"M",57,"CHI+OAS","Non-UK born",TRUE,137
"1377",2011,"M",57,"CHI+OAS","UK born",NA,1559
"1378",2011,"M",57,"IND","Non-UK born",FALSE,2573
"1379",2011,"M",57,"IND","Non-UK born",TRUE,167
"1380",2011,"M",57,"IND","UK born",NA,4611
"1381",2011,"M",57,"MIX","Non-UK born",FALSE,235
"1382",2011,"M",57,"MIX","Non-UK born",TRUE,21
"1383",2011,"M",57,"MIX","UK born",NA,1454
"1384",2011,"M",57,"OTH","Non-UK born",FALSE,1270
"1385",2011,"M",57,"OTH","Non-UK born",TRUE,69
