"","year","sex","age","ETH.group","CoB","timeinUK(0,1]","pop"
"3308",2011,"F",46,"PAK","Non-UK born",TRUE,207
"3309",2011,"F",46,"PAK","UK born",NA,2386
"3310",2011,"F",46,"WBI+WHO","Non-UK born",FALSE,27036
"3311",2011,"F",46,"WBI+WHO","Non-UK born",TRUE,761
"3312",2011,"F",46,"WBI+WHO","UK born",NA,324852
"3313",2011,"F",47,"BAN","Non-UK born",FALSE,579
"3314",2011,"F",47,"BAN","Non-UK born",TRUE,73
"3315",2011,"F",47,"BAN","UK born",NA,697
"3316",2011,"F",47,"BLA+BLC+OBL","Non-UK born",FALSE,9900
"3317",2011,"F",47,"BLA+BLC+OBL","Non-UK born",TRUE,455
"3318",2011,"F",47,"BLA+BLC+OBL","UK born",NA,6790
"3319",2011,"F",47,"CHI+OAS","Non-UK born",FALSE,5636
"3320",2011,"F",47,"CHI+OAS","Non-UK born",TRUE,448
"3321",2011,"F",47,"CHI+OAS","UK born",NA,1999
"3322",2011,"F",47,"IND","Non-UK born",FALSE,4209
"3323",2011,"F",47,"IND","Non-UK born",TRUE,384
"3324",2011,"F",47,"IND","UK born",NA,4165
"3325",2011,"F",47,"MIX","Non-UK born",FALSE,1128
"3326",2011,"F",47,"MIX","Non-UK born",TRUE,146
"3327",2011,"F",47,"MIX","UK born",NA,3898
"3328",2011,"F",47,"OTH","Non-UK born",FALSE,1962
"3329",2011,"F",47,"OTH","Non-UK born",TRUE,150
"3330",2011,"F",47,"OTH","UK born",NA,720
"3331",2011,"F",47,"PAK","Non-UK born",FALSE,1623
"3332",2011,"F",47,"PAK","Non-UK born",TRUE,188
"3333",2011,"F",47,"PAK","UK born",NA,2204
"3334",2011,"F",47,"WBI+WHO","Non-UK born",FALSE,27567
"3335",2011,"F",47,"WBI+WHO","Non-UK born",TRUE,739
"3336",2011,"F",47,"WBI+WHO","UK born",NA,321422
"3337",2011,"F",48,"BAN","Non-UK born",FALSE,431
"3338",2011,"F",48,"BAN","Non-UK born",TRUE,52
"3339",2011,"F",48,"BAN","UK born",NA,744
"3340",2011,"F",48,"BLA+BLC+OBL","Non-UK born",FALSE,8074
"3341",2011,"F",48,"BLA+BLC+OBL","Non-UK born",TRUE,353
"3342",2011,"F",48,"BLA+BLC+OBL","UK born",NA,7967
"3343",2011,"F",48,"CHI+OAS","Non-UK born",FALSE,4898
"3344",2011,"F",48,"CHI+OAS","Non-UK born",TRUE,371
"3345",2011,"F",48,"CHI+OAS","UK born",NA,2495
"3346",2011,"F",48,"IND","Non-UK born",FALSE,3477
"3347",2011,"F",48,"IND","Non-UK born",TRUE,302
"3348",2011,"F",48,"IND","UK born",NA,4940
"3349",2011,"F",48,"MIX","Non-UK born",FALSE,773
"3350",2011,"F",48,"MIX","Non-UK born",TRUE,95
"3351",2011,"F",48,"MIX","UK born",NA,3826
"3352",2011,"F",48,"OTH","Non-UK born",FALSE,1665
"3353",2011,"F",48,"OTH","Non-UK born",TRUE,121
"3354",2011,"F",48,"OTH","UK born",NA,878
"3355",2011,"F",48,"PAK","Non-UK born",FALSE,1297
"3356",2011,"F",48,"PAK","Non-UK born",TRUE,143
"3357",2011,"F",48,"PAK","UK born",NA,2526
"3358",2011,"F",48,"WBI+WHO","Non-UK born",FALSE,19271
"3359",2011,"F",48,"WBI+WHO","Non-UK born",TRUE,491
"3360",2011,"F",48,"WBI+WHO","UK born",NA,323550
"3361",2011,"F",49,"BAN","Non-UK born",FALSE,444
"3362",2011,"F",49,"BAN","Non-UK born",TRUE,51
"3363",2011,"F",49,"BAN","UK born",NA,604
"3364",2011,"F",49,"BLA+BLC+OBL","Non-UK born",FALSE,7568
"3365",2011,"F",49,"BLA+BLC+OBL","Non-UK born",TRUE,315
"3366",2011,"F",49,"BLA+BLC+OBL","UK born",NA,5892
"3367",2011,"F",49,"CHI+OAS","Non-UK born",FALSE,4899
"3368",2011,"F",49,"CHI+OAS","Non-UK born",TRUE,353
"3369",2011,"F",49,"CHI+OAS","UK born",NA,1966
"3370",2011,"F",49,"IND","Non-UK born",FALSE,4035
"3371",2011,"F",49,"IND","Non-UK born",TRUE,333
"3372",2011,"F",49,"IND","UK born",NA,4514
"3373",2011,"F",49,"MIX","Non-UK born",FALSE,843
"3374",2011,"F",49,"MIX","Non-UK born",TRUE,99
"3375",2011,"F",49,"MIX","UK born",NA,3285
"3376",2011,"F",49,"OTH","Non-UK born",FALSE,1785
"3377",2011,"F",49,"OTH","Non-UK born",TRUE,124
"3378",2011,"F",49,"OTH","UK born",NA,742
"3379",2011,"F",49,"PAK","Non-UK born",FALSE,1579
"3380",2011,"F",49,"PAK","Non-UK born",TRUE,166
"3381",2011,"F",49,"PAK","UK born",NA,2421
"3382",2011,"F",49,"WBI+WHO","Non-UK born",FALSE,23631
"3383",2011,"F",49,"WBI+WHO","Non-UK born",TRUE,573
"3384",2011,"F",49,"WBI+WHO","UK born",NA,313309
"3385",2011,"F",50,"BAN","Non-UK born",FALSE,416
"3386",2011,"F",50,"BAN","Non-UK born",TRUE,45
"3387",2011,"F",50,"BAN","UK born",NA,478
"3388",2011,"F",50,"BLA+BLC+OBL","Non-UK born",FALSE,8020
"3389",2011,"F",50,"BLA+BLC+OBL","Non-UK born",TRUE,317
"3390",2011,"F",50,"BLA+BLC+OBL","UK born",NA,5306
"3391",2011,"F",50,"CHI+OAS","Non-UK born",FALSE,4874
"3392",2011,"F",50,"CHI+OAS","Non-UK born",TRUE,334
"3393",2011,"F",50,"CHI+OAS","UK born",NA,1660
"3394",2011,"F",50,"IND","Non-UK born",FALSE,4285
"3395",2011,"F",50,"IND","Non-UK born",TRUE,337
"3396",2011,"F",50,"IND","UK born",NA,4067
"3397",2011,"F",50,"MIX","Non-UK born",FALSE,863
"3398",2011,"F",50,"MIX","Non-UK born",TRUE,96
"3399",2011,"F",50,"MIX","UK born",NA,2848
"3400",2011,"F",50,"OTH","Non-UK born",FALSE,1795
"3401",2011,"F",50,"OTH","Non-UK born",TRUE,118
"3402",2011,"F",50,"OTH","UK born",NA,633
"3403",2011,"F",50,"PAK","Non-UK born",FALSE,1688
"3404",2011,"F",50,"PAK","Non-UK born",TRUE,168
"3405",2011,"F",50,"PAK","UK born",NA,2193
"3406",2011,"F",50,"WBI+WHO","Non-UK born",FALSE,26487
"3407",2011,"F",50,"WBI+WHO","Non-UK born",TRUE,611
"3408",2011,"F",50,"WBI+WHO","UK born",NA,298688
"3409",2011,"F",51,"BAN","Non-UK born",FALSE,395
"3410",2011,"F",51,"BAN","Non-UK born",TRUE,41
"3411",2011,"F",51,"BAN","UK born",NA,543
"3412",2011,"F",51,"BLA+BLC+OBL","Non-UK born",FALSE,6704
"3413",2011,"F",51,"BLA+BLC+OBL","Non-UK born",TRUE,253
"3414",2011,"F",51,"BLA+BLC+OBL","UK born",NA,5322
"3415",2011,"F",51,"CHI+OAS","Non-UK born",FALSE,4503
"3416",2011,"F",51,"CHI+OAS","Non-UK born",TRUE,293
"3417",2011,"F",51,"CHI+OAS","UK born",NA,1837
"3418",2011,"F",51,"IND","Non-UK born",FALSE,3926
"3419",2011,"F",51,"IND","Non-UK born",TRUE,294
"3420",2011,"F",51,"IND","UK born",NA,4462
"3421",2011,"F",51,"MIX","Non-UK born",FALSE,723
"3422",2011,"F",51,"MIX","Non-UK born",TRUE,76
"3423",2011,"F",51,"MIX","UK born",NA,2850
"3424",2011,"F",51,"OTH","Non-UK born",FALSE,1638
"3425",2011,"F",51,"OTH","Non-UK born",TRUE,103
"3426",2011,"F",51,"OTH","UK born",NA,692
"3427",2011,"F",51,"PAK","Non-UK born",FALSE,1621
"3428",2011,"F",51,"PAK","Non-UK born",TRUE,154
"3429",2011,"F",51,"PAK","UK born",NA,2521
"3430",2011,"F",51,"WBI+WHO","Non-UK born",FALSE,21500
"3431",2011,"F",51,"WBI+WHO","Non-UK born",TRUE,472
"3432",2011,"F",51,"WBI+WHO","UK born",NA,291015
"3433",2011,"F",52,"BAN","Non-UK born",FALSE,426
"3434",2011,"F",52,"BAN","Non-UK born",TRUE,42
"3435",2011,"F",52,"BAN","UK born",NA,477
"3436",2011,"F",52,"BLA+BLC+OBL","Non-UK born",FALSE,6499
"3437",2011,"F",52,"BLA+BLC+OBL","Non-UK born",TRUE,233
"3438",2011,"F",52,"BLA+BLC+OBL","UK born",NA,4205
"3439",2011,"F",52,"CHI+OAS","Non-UK born",FALSE,4487
"3440",2011,"F",52,"CHI+OAS","Non-UK born",TRUE,278
"3441",2011,"F",52,"CHI+OAS","UK born",NA,1491
"3442",2011,"F",52,"IND","Non-UK born",FALSE,4216
"3443",2011,"F",52,"IND","Non-UK born",TRUE,300
"3444",2011,"F",52,"IND","UK born",NA,3900
"3445",2011,"F",52,"MIX","Non-UK born",FALSE,768
"3446",2011,"F",52,"MIX","Non-UK born",TRUE,77
"3447",2011,"F",52,"MIX","UK born",NA,2463
"3448",2011,"F",52,"OTH","Non-UK born",FALSE,1523
"3449",2011,"F",52,"OTH","Non-UK born",TRUE,91
"3450",2011,"F",52,"OTH","UK born",NA,524
"3451",2011,"F",52,"PAK","Non-UK born",FALSE,1755
"3452",2011,"F",52,"PAK","Non-UK born",TRUE,159
"3453",2011,"F",52,"PAK","UK born",NA,2219
"3454",2011,"F",52,"WBI+WHO","Non-UK born",FALSE,25533
"3455",2011,"F",52,"WBI+WHO","Non-UK born",TRUE,533
"3456",2011,"F",52,"WBI+WHO","UK born",NA,281888
"3457",2011,"F",53,"BAN","Non-UK born",FALSE,487
"3458",2011,"F",53,"BAN","Non-UK born",TRUE,45
"3459",2011,"F",53,"BAN","UK born",NA,504
"3460",2011,"F",53,"BLA+BLC+OBL","Non-UK born",FALSE,5774
"3461",2011,"F",53,"BLA+BLC+OBL","Non-UK born",TRUE,197
"3462",2011,"F",53,"BLA+BLC+OBL","UK born",NA,3475
"3463",2011,"F",53,"CHI+OAS","Non-UK born",FALSE,4491
"3464",2011,"F",53,"CHI+OAS","Non-UK born",TRUE,265
"3465",2011,"F",53,"CHI+OAS","UK born",NA,1387
"3466",2011,"F",53,"IND","Non-UK born",FALSE,4286
"3467",2011,"F",53,"IND","Non-UK born",TRUE,290
"3468",2011,"F",53,"IND","UK born",NA,3683
"3469",2011,"F",53,"MIX","Non-UK born",FALSE,699
"3470",2011,"F",53,"MIX","Non-UK born",TRUE,67
"3471",2011,"F",53,"MIX","UK born",NA,2080
"3472",2011,"F",53,"OTH","Non-UK born",FALSE,1590
"3473",2011,"F",53,"OTH","Non-UK born",TRUE,90
"3474",2011,"F",53,"OTH","UK born",NA,508
"3475",2011,"F",53,"PAK","Non-UK born",FALSE,1804
"3476",2011,"F",53,"PAK","Non-UK born",TRUE,155
"3477",2011,"F",53,"PAK","UK born",NA,2117
"3478",2011,"F",53,"WBI+WHO","Non-UK born",FALSE,26766
"3479",2011,"F",53,"WBI+WHO","Non-UK born",TRUE,532
"3480",2011,"F",53,"WBI+WHO","UK born",NA,275143
"3481",2011,"F",54,"BAN","Non-UK born",FALSE,515
"3482",2011,"F",54,"BAN","Non-UK born",TRUE,46
"3483",2011,"F",54,"BAN","UK born",NA,623
"3484",2011,"F",54,"BLA+BLC+OBL","Non-UK born",FALSE,4947
"3485",2011,"F",54,"BLA+BLC+OBL","Non-UK born",TRUE,160
"3486",2011,"F",54,"BLA+BLC+OBL","UK born",NA,3478
"3487",2011,"F",54,"CHI+OAS","Non-UK born",FALSE,4250
"3488",2011,"F",54,"CHI+OAS","Non-UK born",TRUE,238
"3489",2011,"F",54,"CHI+OAS","UK born",NA,1531
"3490",2011,"F",54,"IND","Non-UK born",FALSE,3912
"3491",2011,"F",54,"IND","Non-UK born",TRUE,252
"3492",2011,"F",54,"IND","UK born",NA,3921
"3493",2011,"F",54,"MIX","Non-UK born",FALSE,586
"3494",2011,"F",54,"MIX","Non-UK born",TRUE,53
"3495",2011,"F",54,"MIX","UK born",NA,2030
"3496",2011,"F",54,"OTH","Non-UK born",FALSE,1430
"3497",2011,"F",54,"OTH","Non-UK born",TRUE,77
"3498",2011,"F",54,"OTH","UK born",NA,533
"3499",2011,"F",54,"PAK","Non-UK born",FALSE,1620
"3500",2011,"F",54,"PAK","Non-UK born",TRUE,132
"3501",2011,"F",54,"PAK","UK born",NA,2215
"3502",2011,"F",54,"WBI+WHO","Non-UK born",FALSE,22417
"3503",2011,"F",54,"WBI+WHO","Non-UK born",TRUE,424
"3504",2011,"F",54,"WBI+WHO","UK born",NA,269415
"3505",2011,"F",55,"BAN","Non-UK born",FALSE,413
"3506",2011,"F",55,"BAN","Non-UK born",TRUE,35
"3507",2011,"F",55,"BAN","UK born",NA,540
"3508",2011,"F",55,"BLA+BLC+OBL","Non-UK born",FALSE,4293
"3509",2011,"F",55,"BLA+BLC+OBL","Non-UK born",TRUE,132
"3510",2011,"F",55,"BLA+BLC+OBL","UK born",NA,3275
"3511",2011,"F",55,"CHI+OAS","Non-UK born",FALSE,3916
"3512",2011,"F",55,"CHI+OAS","Non-UK born",TRUE,209
"3513",2011,"F",55,"CHI+OAS","UK born",NA,1529
"3514",2011,"F",55,"IND","Non-UK born",FALSE,3668
"3515",2011,"F",55,"IND","Non-UK born",TRUE,225
"3516",2011,"F",55,"IND","UK born",NA,3982
"3517",2011,"F",55,"MIX","Non-UK born",FALSE,477
"3518",2011,"F",55,"MIX","Non-UK born",TRUE,41
"3519",2011,"F",55,"MIX","UK born",NA,1789
"3520",2011,"F",55,"OTH","Non-UK born",FALSE,1348
"3521",2011,"F",55,"OTH","Non-UK born",TRUE,69
"3522",2011,"F",55,"OTH","UK born",NA,545
"3523",2011,"F",55,"PAK","Non-UK born",FALSE,1506
"3524",2011,"F",55,"PAK","Non-UK born",TRUE,117
"3525",2011,"F",55,"PAK","UK born",NA,2229
"3526",2011,"F",55,"WBI+WHO","Non-UK born",FALSE,20138
"3527",2011,"F",55,"WBI+WHO","Non-UK born",TRUE,362
"3528",2011,"F",55,"WBI+WHO","UK born",NA,262677
"3529",2011,"F",56,"BAN","Non-UK born",FALSE,479
"3530",2011,"F",56,"BAN","Non-UK born",TRUE,39
"3531",2011,"F",56,"BAN","UK born",NA,589
"3532",2011,"F",56,"BLA+BLC+OBL","Non-UK born",FALSE,4021
"3533",2011,"F",56,"BLA+BLC+OBL","Non-UK born",TRUE,118
"3534",2011,"F",56,"BLA+BLC+OBL","UK born",NA,2884
"3535",2011,"F",56,"CHI+OAS","Non-UK born",FALSE,3799
"3536",2011,"F",56,"CHI+OAS","Non-UK born",TRUE,193
"3537",2011,"F",56,"CHI+OAS","UK born",NA,1393
"3538",2011,"F",56,"IND","Non-UK born",FALSE,3727
"3539",2011,"F",56,"IND","Non-UK born",TRUE,217
"3540",2011,"F",56,"IND","UK born",NA,3798
"3541",2011,"F",56,"MIX","Non-UK born",FALSE,472
"3542",2011,"F",56,"MIX","Non-UK born",TRUE,39
"3543",2011,"F",56,"MIX","UK born",NA,1662
"3544",2011,"F",56,"OTH","Non-UK born",FALSE,1272
"3545",2011,"F",56,"OTH","Non-UK born",TRUE,62
"3546",2011,"F",56,"OTH","UK born",NA,483
"3547",2011,"F",56,"PAK","Non-UK born",FALSE,1518
"3548",2011,"F",56,"PAK","Non-UK born",TRUE,112
"3549",2011,"F",56,"PAK","UK born",NA,2108
"3550",2011,"F",56,"WBI+WHO","Non-UK born",FALSE,20648
"3551",2011,"F",56,"WBI+WHO","Non-UK born",TRUE,353
"3552",2011,"F",56,"WBI+WHO","UK born",NA,253320
"3553",2011,"F",57,"BAN","Non-UK born",FALSE,357
"3554",2011,"F",57,"BAN","Non-UK born",TRUE,27
"3555",2011,"F",57,"BAN","UK born",NA,692
"3556",2011,"F",57,"BLA+BLC+OBL","Non-UK born",FALSE,2773
"3557",2011,"F",57,"BLA+BLC+OBL","Non-UK born",TRUE,77
"3558",2011,"F",57,"BLA+BLC+OBL","UK born",NA,3146
"3559",2011,"F",57,"CHI+OAS","Non-UK born",FALSE,3280
"3560",2011,"F",57,"CHI+OAS","Non-UK born",TRUE,159
"3561",2011,"F",57,"CHI+OAS","UK born",NA,1902
"3562",2011,"F",57,"IND","Non-UK born",FALSE,2644
"3563",2011,"F",57,"IND","Non-UK born",TRUE,147
"3564",2011,"F",57,"IND","UK born",NA,4261
"3565",2011,"F",57,"MIX","Non-UK born",FALSE,305
"3566",2011,"F",57,"MIX","Non-UK born",TRUE,24
"3567",2011,"F",57,"MIX","UK born",NA,1693
"3568",2011,"F",57,"OTH","Non-UK born",FALSE,1025
"3569",2011,"F",57,"OTH","Non-UK born",TRUE,48
"3570",2011,"F",57,"OTH","UK born",NA,616
"3571",2011,"F",57,"PAK","Non-UK born",FALSE,1012
"3572",2011,"F",57,"PAK","Non-UK born",TRUE,71
"3573",2011,"F",57,"PAK","UK born",NA,2219
"3574",2011,"F",57,"WBI+WHO","Non-UK born",FALSE,13644
"3575",2011,"F",57,"WBI+WHO","Non-UK born",TRUE,222
"3576",2011,"F",57,"WBI+WHO","UK born",NA,265058
"3577",2011,"F",58,"BAN","Non-UK born",FALSE,496
"3578",2011,"F",58,"BAN","Non-UK born",TRUE,36
"3579",2011,"F",58,"BAN","UK born",NA,712
"3580",2011,"F",58,"BLA+BLC+OBL","Non-UK born",FALSE,3021
"3581",2011,"F",58,"BLA+BLC+OBL","Non-UK born",TRUE,80
"3582",2011,"F",58,"BLA+BLC+OBL","UK born",NA,2548
"3583",2011,"F",58,"CHI+OAS","Non-UK born",FALSE,3413
"3584",2011,"F",58,"CHI+OAS","Non-UK born",TRUE,157
"3585",2011,"F",58,"CHI+OAS","UK born",NA,1469
"3586",2011,"F",58,"IND","Non-UK born",FALSE,3156
"3587",2011,"F",58,"IND","Non-UK born",TRUE,167
"3588",2011,"F",58,"IND","UK born",NA,3776
"3589",2011,"F",58,"MIX","Non-UK born",FALSE,348
"3590",2011,"F",58,"MIX","Non-UK born",TRUE,26
"3591",2011,"F",58,"MIX","UK born",NA,1435
"3592",2011,"F",58,"OTH","Non-UK born",FALSE,1109
"3593",2011,"F",58,"OTH","Non-UK born",TRUE,49
"3594",2011,"F",58,"OTH","UK born",NA,495
"3595",2011,"F",58,"PAK","Non-UK born",FALSE,1158
"3596",2011,"F",58,"PAK","Non-UK born",TRUE,78
"3597",2011,"F",58,"PAK","UK born",NA,1886
"3598",2011,"F",58,"WBI+WHO","Non-UK born",FALSE,17836
"3599",2011,"F",58,"WBI+WHO","Non-UK born",TRUE,276
"3600",2011,"F",58,"WBI+WHO","UK born",NA,257727
"3601",2011,"F",59,"BAN","Non-UK born",FALSE,480
"3602",2011,"F",59,"BAN","Non-UK born",TRUE,33
"3603",2011,"F",59,"BAN","UK born",NA,642
"3604",2011,"F",59,"BLA+BLC+OBL","Non-UK born",FALSE,2667
"3605",2011,"F",59,"BLA+BLC+OBL","Non-UK born",TRUE,67
"3606",2011,"F",59,"BLA+BLC+OBL","UK born",NA,2096
"3607",2011,"F",59,"CHI+OAS","Non-UK born",FALSE,3248
"3608",2011,"F",59,"CHI+OAS","Non-UK born",TRUE,142
"3609",2011,"F",59,"CHI+OAS","UK born",NA,1302
"3610",2011,"F",59,"IND","Non-UK born",FALSE,3057
"3611",2011,"F",59,"IND","Non-UK born",TRUE,154
"3612",2011,"F",59,"IND","UK born",NA,3405
"3613",2011,"F",59,"MIX","Non-UK born",FALSE,356
"3614",2011,"F",59,"MIX","Non-UK born",TRUE,25
"3615",2011,"F",59,"MIX","UK born",NA,1362
"3616",2011,"F",59,"OTH","Non-UK born",FALSE,1076
"3617",2011,"F",59,"OTH","Non-UK born",TRUE,45
"3618",2011,"F",59,"OTH","UK born",NA,447
"3619",2011,"F",59,"PAK","Non-UK born",FALSE,1004
"3620",2011,"F",59,"PAK","Non-UK born",TRUE,64
"3621",2011,"F",59,"PAK","UK born",NA,1520
"3622",2011,"F",59,"WBI+WHO","Non-UK born",FALSE,18762
"3623",2011,"F",59,"WBI+WHO","Non-UK born",TRUE,277
"3624",2011,"F",59,"WBI+WHO","UK born",NA,252808
"3625",2011,"F",60,"BAN","Non-UK born",FALSE,382
"3626",2011,"F",60,"BAN","Non-UK born",TRUE,25
"3627",2011,"F",60,"BAN","UK born",NA,644
"3628",2011,"F",60,"BLA+BLC+OBL","Non-UK born",FALSE,2286
"3629",2011,"F",60,"BLA+BLC+OBL","Non-UK born",TRUE,55
"3630",2011,"F",60,"BLA+BLC+OBL","UK born",NA,2276
"3631",2011,"F",60,"CHI+OAS","Non-UK born",FALSE,3019
"3632",2011,"F",60,"CHI+OAS","Non-UK born",TRUE,126
"3633",2011,"F",60,"CHI+OAS","UK born",NA,1531
"3634",2011,"F",60,"IND","Non-UK born",FALSE,2587
"3635",2011,"F",60,"IND","Non-UK born",TRUE,124
"3636",2011,"F",60,"IND","UK born",NA,3645
"3637",2011,"F",60,"MIX","Non-UK born",FALSE,285
"3638",2011,"F",60,"MIX","Non-UK born",TRUE,19
"3639",2011,"F",60,"MIX","UK born",NA,1380
"3640",2011,"F",60,"OTH","Non-UK born",FALSE,895
"3641",2011,"F",60,"OTH","Non-UK born",TRUE,36
"3642",2011,"F",60,"OTH","UK born",NA,471
"3643",2011,"F",60,"PAK","Non-UK born",FALSE,833
"3644",2011,"F",60,"PAK","Non-UK born",TRUE,51
"3645",2011,"F",60,"PAK","UK born",NA,1594
"3646",2011,"F",60,"WBI+WHO","Non-UK born",FALSE,15216
"3647",2011,"F",60,"WBI+WHO","Non-UK born",TRUE,213
"3648",2011,"F",60,"WBI+WHO","UK born",NA,259763
"3649",2011,"F",61,"BAN","Non-UK born",FALSE,352
"3650",2011,"F",61,"BAN","Non-UK born",TRUE,22
"3651",2011,"F",61,"BAN","UK born",NA,534
"3652",2011,"F",61,"BLA+BLC+OBL","Non-UK born",FALSE,2223
"3653",2011,"F",61,"BLA+BLC+OBL","Non-UK born",TRUE,51
"3654",2011,"F",61,"BLA+BLC+OBL","UK born",NA,1994
"3655",2011,"F",61,"CHI+OAS","Non-UK born",FALSE,3033
"3656",2011,"F",61,"CHI+OAS","Non-UK born",TRUE,120
"3657",2011,"F",61,"CHI+OAS","UK born",NA,1385
"3658",2011,"F",61,"IND","Non-UK born",FALSE,2638
"3659",2011,"F",61,"IND","Non-UK born",TRUE,120
"3660",2011,"F",61,"IND","UK born",NA,3342
"3661",2011,"F",61,"MIX","Non-UK born",FALSE,297
"3662",2011,"F",61,"MIX","Non-UK born",TRUE,19
"3663",2011,"F",61,"MIX","UK born",NA,1294
"3664",2011,"F",61,"OTH","Non-UK born",FALSE,940
"3665",2011,"F",61,"OTH","Non-UK born",TRUE,36
"3666",2011,"F",61,"OTH","UK born",NA,444
"3667",2011,"F",61,"PAK","Non-UK born",FALSE,858
"3668",2011,"F",61,"PAK","Non-UK born",TRUE,49
"3669",2011,"F",61,"PAK","UK born",NA,1475
"3670",2011,"F",61,"WBI+WHO","Non-UK born",FALSE,17351
"3671",2011,"F",61,"WBI+WHO","Non-UK born",TRUE,232
"3672",2011,"F",61,"WBI+WHO","UK born",NA,266902
"3673",2011,"F",62,"BAN","Non-UK born",FALSE,296
"3674",2011,"F",62,"BAN","Non-UK born",TRUE,18
"3675",2011,"F",62,"BAN","UK born",NA,390
"3676",2011,"F",62,"BLA+BLC+OBL","Non-UK born",FALSE,2214
"3677",2011,"F",62,"BLA+BLC+OBL","Non-UK born",TRUE,48
"3678",2011,"F",62,"BLA+BLC+OBL","UK born",NA,1724
"3679",2011,"F",62,"CHI+OAS","Non-UK born",FALSE,2835
"3680",2011,"F",62,"CHI+OAS","Non-UK born",TRUE,107
"3681",2011,"F",62,"CHI+OAS","UK born",NA,1123
"3682",2011,"F",62,"IND","Non-UK born",FALSE,2607
"3683",2011,"F",62,"IND","Non-UK born",TRUE,113
"3684",2011,"F",62,"IND","UK born",NA,2866
"3685",2011,"F",62,"MIX","Non-UK born",FALSE,312
"3686",2011,"F",62,"MIX","Non-UK born",TRUE,19
"3687",2011,"F",62,"MIX","UK born",NA,1176
"3688",2011,"F",62,"OTH","Non-UK born",FALSE,882
"3689",2011,"F",62,"OTH","Non-UK born",TRUE,32
"3690",2011,"F",62,"OTH","UK born",NA,362
"3691",2011,"F",62,"PAK","Non-UK born",FALSE,827
"3692",2011,"F",62,"PAK","Non-UK born",TRUE,45
"3693",2011,"F",62,"PAK","UK born",NA,1232
"3694",2011,"F",62,"WBI+WHO","Non-UK born",FALSE,20459
"3695",2011,"F",62,"WBI+WHO","Non-UK born",TRUE,260
"3696",2011,"F",62,"WBI+WHO","UK born",NA,273357
"3697",2011,"F",63,"BAN","Non-UK born",FALSE,201
"3698",2011,"F",63,"BAN","Non-UK born",TRUE,11
"3699",2011,"F",63,"BAN","UK born",NA,436
"3700",2011,"F",63,"BLA+BLC+OBL","Non-UK born",FALSE,1466
"3701",2011,"F",63,"BLA+BLC+OBL","Non-UK born",TRUE,30
"3702",2011,"F",63,"BLA+BLC+OBL","UK born",NA,1888
"3703",2011,"F",63,"CHI+OAS","Non-UK born",FALSE,2232
"3704",2011,"F",63,"CHI+OAS","Non-UK born",TRUE,80
"3705",2011,"F",63,"CHI+OAS","UK born",NA,1463
"3706",2011,"F",63,"IND","Non-UK born",FALSE,1775
"3707",2011,"F",63,"IND","Non-UK born",TRUE,73
"3708",2011,"F",63,"IND","UK born",NA,3225
"3709",2011,"F",63,"MIX","Non-UK born",FALSE,195
"3710",2011,"F",63,"MIX","Non-UK born",TRUE,11
"3711",2011,"F",63,"MIX","UK born",NA,1213
"3712",2011,"F",63,"OTH","Non-UK born",FALSE,684
"3713",2011,"F",63,"OTH","Non-UK born",TRUE,24
"3714",2011,"F",63,"OTH","UK born",NA,464
"3715",2011,"F",63,"PAK","Non-UK born",FALSE,555
"3716",2011,"F",63,"PAK","Non-UK born",TRUE,29
"3717",2011,"F",63,"PAK","UK born",NA,1369
"3718",2011,"F",63,"WBI+WHO","Non-UK born",FALSE,13615
"3719",2011,"F",63,"WBI+WHO","Non-UK born",TRUE,164
"3720",2011,"F",63,"WBI+WHO","UK born",NA,301257
"3721",2011,"F",64,"BAN","Non-UK born",FALSE,186
"3722",2011,"F",64,"BAN","Non-UK born",TRUE,10
"3723",2011,"F",64,"BAN","UK born",NA,399
"3724",2011,"F",64,"BLA+BLC+OBL","Non-UK born",FALSE,1554
"3725",2011,"F",64,"BLA+BLC+OBL","Non-UK born",TRUE,31
"3726",2011,"F",64,"BLA+BLC+OBL","UK born",NA,1984
"3727",2011,"F",64,"CHI+OAS","Non-UK born",FALSE,2033
"3728",2011,"F",64,"CHI+OAS","Non-UK born",TRUE,69
"3729",2011,"F",64,"CHI+OAS","UK born",NA,1317
"3730",2011,"F",64,"IND","Non-UK born",FALSE,1640
"3731",2011,"F",64,"IND","Non-UK born",TRUE,64
"3732",2011,"F",64,"IND","UK born",NA,2947
"3733",2011,"F",64,"MIX","Non-UK born",FALSE,205
"3734",2011,"F",64,"MIX","Non-UK born",TRUE,11
"3735",2011,"F",64,"MIX","UK born",NA,1264
"3736",2011,"F",64,"OTH","Non-UK born",FALSE,678
"3737",2011,"F",64,"OTH","Non-UK born",TRUE,22
"3738",2011,"F",64,"OTH","UK born",NA,455
"3739",2011,"F",64,"PAK","Non-UK born",FALSE,539
"3740",2011,"F",64,"PAK","Non-UK born",TRUE,27
"3741",2011,"F",64,"PAK","UK born",NA,1315
"3742",2011,"F",64,"WBI+WHO","Non-UK born",FALSE,15028
"3743",2011,"F",64,"WBI+WHO","Non-UK born",TRUE,173
"3744",2011,"F",64,"WBI+WHO","UK born",NA,329411
"3745",2011,"F",65,"BAN","Non-UK born",FALSE,134
"3746",2011,"F",65,"BAN","Non-UK born",TRUE,7
"3747",2011,"F",65,"BAN","UK born",NA,408
